country,continent,year,lifeExp,pop,gdpPercap,iso_alpha,iso_num
Afghanistan,Asia,1987.0,40.822,13867957.0,852.3959447999998,AFG,4.0
Tunisia,Africa,1987.0,66.89399999999999,7724976.0,3810.419296,TUN,788.0
Canada,Americas,1997.0,78.61,30305843.0,28954.92589,CAN,124.0
Panama,Americas,1952.0,55.191,940080.0,2480.380334,PAN,591.0
Turkey,Europe,1952.0,43.585,22235677.0,1969.10098,TUR,792.0
Peru,Americas,1992.0,66.458,22430449.0,4446.380924,PER,604.0
Zimbabwe,Africa,1962.0,52.358,4277736.0,527.2721818,ZWE,716.0
Kenya,Africa,1997.0,54.407,28263827.0,1360.4850210000004,KEN,404.0
Greece,Europe,2002.0,78.256,10603863.0,22514.2548,GRC,300.0
Nepal,Asia,1982.0,49.594,15796314.0,718.3730947,NPL,524.0
Mozambique,Africa,1972.0,40.328,9809596.0,724.9178037,MOZ,508.0
Rwanda,Africa,1952.0,40.0,2534927.0,493.3238752,RWA,646.0
Trinidad and Tobago,Americas,1997.0,69.465,1138101.0,8792.573126000001,TTO,780.0
Bangladesh,Asia,1967.0,43.453,62821884.0,721.1860862000002,BGD,50.0
Angola,Africa,1957.0,31.999,4561361.0,3827.940465,AGO,24.0
Honduras,Americas,1967.0,50.924,2500689.0,2538.269358,HND,340.0
Eritrea,Africa,1967.0,42.18899999999999,1820319.0,468.7949699,ERI,232.0
Switzerland,Europe,1972.0,73.78,6401400.0,27195.11304,CHE,756.0
Spain,Europe,1967.0,71.44,32850275.0,7993.512294,ESP,724.0
Guinea,Africa,1972.0,38.842,3811387.0,741.6662307,GIN,324.0
Croatia,Europe,1952.0,61.21,3882229.0,3119.23652,HRV,191.0
Canada,Americas,2002.0,79.77,31902268.0,33328.96507,CAN,124.0
United Kingdom,Europe,1992.0,76.42,57866349.0,22705.09254,GBR,826.0
Slovenia,Europe,1952.0,65.57,1489518.0,4215.041741,SVN,705.0
Jamaica,Americas,2002.0,72.047,2664659.0,6994.774861,JAM,388.0
Algeria,Africa,1982.0,61.368,20033753.0,5745.160213,DZA,12.0
Nepal,Asia,1967.0,41.472,11261690.0,676.4422254,NPL,524.0
Switzerland,Europe,1952.0,69.62,4815000.0,14734.23275,CHE,756.0
Bulgaria,Europe,1952.0,59.6,7274900.0,2444.286648,BGR,100.0
"Korea, Rep.",Asia,2002.0,77.045,47969150.0,19233.98818,KOR,410.0
Puerto Rico,Americas,1957.0,68.54,2260000.0,3907.156189,PRI,630.0
Austria,Europe,1957.0,67.48,6965860.0,8842.59803,AUT,40.0
Thailand,Asia,1992.0,67.298,56667095.0,4616.896545000001,THA,764.0
Egypt,Africa,1977.0,53.319,38783863.0,2785.493582,EGY,818.0
Bosnia and Herzegovina,Europe,1992.0,72.178,4256013.0,2546.781445,BIH,70.0
Montenegro,Europe,1962.0,63.728,474528.0,4649.593785,MNE,499.0
Burundi,Africa,1972.0,44.057,3529983.0,464.0995039,BDI,108.0
Paraguay,Americas,1972.0,65.815,2614104.0,2523.337977,PRY,600.0
Italy,Europe,1972.0,72.19,54365564.0,12269.27378,ITA,380.0
Netherlands,Europe,2007.0,79.762,16570613.0,36797.93332,NLD,528.0
Cambodia,Asia,1982.0,50.957,7272485.0,624.4754784,KHM,116.0
Colombia,Americas,1992.0,68.421,34202721.0,5444.648617,COL,170.0
Gabon,Africa,1967.0,44.598,489004.0,8358.761987,GAB,266.0
Israel,Asia,1987.0,75.6,4203148.0,17122.47986,ISR,376.0
Greece,Europe,1962.0,69.51,8448233.0,6017.190732999999,GRC,300.0
Nigeria,Africa,1977.0,44.514,62209173.0,1981.951806,NGA,566.0
Sudan,Africa,1982.0,50.338,20367053.0,1895.544073,SDN,736.0
Central African Republic,Africa,1997.0,46.066,3696513.0,740.5063317,CAF,140.0
"Yemen, Rep.",Asia,1962.0,35.18,6120081.0,825.6232006,YEM,887.0
Denmark,Europe,2002.0,77.18,5374693.0,32166.50006,DNK,208.0
Malaysia,Asia,1952.0,48.463,6748378.0,1831.132894,MYS,458.0
Lebanon,Asia,1987.0,67.926,3089353.0,5377.091329,LBN,422.0
Spain,Europe,1987.0,76.9,38880702.0,15764.98313,ESP,724.0
Syria,Asia,1997.0,71.527,15081016.0,4014.238972,SYR,760.0
Central African Republic,Africa,1977.0,46.775,2167533.0,1109.374338,CAF,140.0
Sierra Leone,Africa,1992.0,38.333,4260884.0,1068.696278,SLE,694.0
Bahrain,Asia,1972.0,63.3,230800.0,18268.65839,BHR,48.0
Niger,Africa,1972.0,40.546,5060262.0,954.2092363,NER,562.0
Costa Rica,Americas,1957.0,60.026,1112300.0,2990.010802,CRI,188.0
Australia,Oceania,1962.0,70.93,10794968.0,12217.22686,AUS,36.0
Algeria,Africa,1967.0,51.407,12760499.0,3246.991771,DZA,12.0
Gabon,Africa,1957.0,38.999,434904.0,4976.198099,GAB,266.0
Madagascar,Africa,1987.0,49.35,10568642.0,1155.441948,MDG,450.0
Malaysia,Asia,2002.0,73.044,22662365.0,10206.97794,MYS,458.0
Paraguay,Americas,1997.0,69.4,5154123.0,4247.400261,PRY,600.0
Netherlands,Europe,1977.0,75.24,13852989.0,21209.0592,NLD,528.0
Poland,Europe,1962.0,67.64,30329617.0,5338.752143,POL,616.0
Germany,Europe,1992.0,76.07,80597764.0,26505.30317,DEU,276.0
"Yemen, Rep.",Asia,2002.0,60.308,18701257.0,2234.820827,YEM,887.0
Benin,Africa,1987.0,52.337,4243788.0,1225.85601,BEN,204.0
Australia,Oceania,1997.0,78.83,18565243.0,26997.93657,AUS,36.0
United Kingdom,Europe,1962.0,70.76,53292000.0,12477.17707,GBR,826.0
Djibouti,Africa,1987.0,50.04,311025.0,2880.102568,DJI,262.0
Croatia,Europe,1992.0,72.527,4494013.0,8447.794873,HRV,191.0
"Congo, Dem. Rep.",Africa,1952.0,39.143,14100005.0,780.5423257,COD,180.0
Mauritania,Africa,1972.0,48.437,1332786.0,1586.851781,MRT,478.0
Iraq,Asia,1952.0,45.32,5441766.0,4129.766056,IRQ,368.0
Honduras,Americas,1992.0,66.399,5077347.0,3081.694603,HND,340.0
Austria,Europe,1967.0,70.14,7376998.0,12834.6024,AUT,40.0
Haiti,Americas,1957.0,40.696,3507701.0,1726.887882,HTI,332.0
Equatorial Guinea,Africa,1982.0,43.662,285483.0,927.8253427,GNQ,226.0
Peru,Americas,1967.0,51.445,12132200.0,5788.09333,PER,604.0
Malaysia,Asia,1982.0,68.0,14441916.0,4920.355951,MYS,458.0
Slovenia,Europe,2007.0,77.926,2009245.0,25768.25759,SVN,705.0
Gabon,Africa,1977.0,52.79,706367.0,21745.57328,GAB,266.0
Pakistan,Asia,1957.0,45.557,46679944.0,747.0835292,PAK,586.0
Finland,Europe,2002.0,78.37,5193039.0,28204.59057,FIN,246.0
West Bank and Gaza,Asia,1967.0,51.631,1142636.0,2649.715007,PSE,275.0
Botswana,Africa,1962.0,51.52,512764.0,983.6539764,BWA,72.0
Turkey,Europe,2002.0,70.845,67308928.0,6508.085718,TUR,792.0
Sweden,Europe,1982.0,76.42,8325260.0,20667.38125,SWE,752.0
Turkey,Europe,1972.0,57.005,37492953.0,3450.69638,TUR,792.0
Bulgaria,Europe,1967.0,70.42,8310226.0,5577.0028,BGR,100.0
Australia,Oceania,1982.0,74.74,15184200.0,19477.00928,AUS,36.0
Thailand,Asia,2002.0,68.564,62806748.0,5913.187529,THA,764.0
"Hong Kong, China",Asia,1962.0,67.65,3305200.0,4692.648271999999,HKG,344.0
Italy,Europe,1962.0,69.24,50843200.0,8243.58234,ITA,380.0
Zambia,Africa,1987.0,50.82100000000001,7272406.0,1213.315116,ZMB,894.0
Dominican Republic,Americas,1962.0,53.459,3453434.0,1662.137359,DOM,214.0
Serbia,Europe,1982.0,70.16199999999999,9032824.0,15181.0927,SRB,688.0
"Congo, Rep.",Africa,1977.0,55.625,1536769.0,3259.178978,COG,178.0
New Zealand,Oceania,1982.0,73.84,3210650.0,17632.4104,NZL,554.0
Mali,Africa,2002.0,51.81800000000001,10580176.0,951.4097518,MLI,466.0
Afghanistan,Asia,1957.0,30.332,9240934.0,820.8530296,AFG,4.0
Cameroon,Africa,1997.0,52.199,14195809.0,1694.337469,CMR,120.0
Cote d'Ivoire,Africa,1952.0,40.477,2977019.0,1388.594732,CIV,384.0
South Africa,Africa,1962.0,49.951,18356657.0,5768.729717,ZAF,710.0
Paraguay,Americas,1977.0,66.35300000000001,2984494.0,3248.373311,PRY,600.0
Angola,Africa,2007.0,42.731,12420476.0,4797.231267,AGO,24.0
Mauritius,Africa,1997.0,70.736,1149818.0,7425.705295000002,MUS,480.0
Zambia,Africa,1977.0,51.386,5216550.0,1588.688299,ZMB,894.0
Zimbabwe,Africa,1977.0,57.674,6642107.0,685.5876821,ZWE,716.0
Vietnam,Asia,1957.0,42.887,28998543.0,676.2854477999998,VNM,704.0
Saudi Arabia,Asia,2002.0,71.626,24501530.0,19014.54118,SAU,682.0
Denmark,Europe,1987.0,74.8,5127024.0,25116.17581,DNK,208.0
Pakistan,Asia,2007.0,65.483,169270617.0,2605.94758,PAK,586.0
Sao Tome and Principe,Africa,1962.0,51.893,65345.0,1071.551119,STP,678.0
Bahrain,Asia,2002.0,74.795,656397.0,23403.55927,BHR,48.0
Iran,Asia,1992.0,65.742,60397973.0,7235.653187999998,IRN,364.0
Israel,Asia,1977.0,73.06,3495918.0,13306.61921,ISR,376.0
Indonesia,Asia,1997.0,66.041,199278000.0,3119.335603,IDN,360.0
Algeria,Africa,1952.0,43.077,9279525.0,2449.008185,DZA,12.0
Israel,Asia,1997.0,78.26899999999998,5531387.0,20896.60924,ISR,376.0
Norway,Europe,1957.0,73.44,3491938.0,11653.97304,NOR,578.0
Morocco,Africa,2007.0,71.164,33757175.0,3820.17523,MAR,504.0
Bangladesh,Asia,2002.0,62.01300000000001,135656790.0,1136.3904300000004,BGD,50.0
"Korea, Rep.",Asia,2007.0,78.623,49044790.0,23348.139730000006,KOR,410.0
Switzerland,Europe,1977.0,75.39,6316424.0,26982.29052,CHE,756.0
Ghana,Africa,1987.0,55.729,14168101.0,847.0061135,GHA,288.0
Reunion,Africa,2002.0,75.744,743981.0,6316.1652,REU,638.0
El Salvador,Americas,1987.0,63.154,4842194.0,4140.442097,SLV,222.0
Nicaragua,Americas,1957.0,45.432,1358828.0,3457.415947,NIC,558.0
Greece,Europe,1972.0,72.34,8888628.0,12724.82957,GRC,300.0
Switzerland,Europe,2002.0,80.62,7361757.0,34480.95771,CHE,756.0
Benin,Africa,2007.0,56.728,8078314.0,1441.284873,BEN,204.0
Colombia,Americas,1967.0,59.963,19764027.0,2678.729839,COL,170.0
Libya,Africa,2002.0,72.737,5368585.0,9534.677467,LBY,434.0
Cambodia,Asia,2002.0,56.752,12926707.0,896.2260152999999,KHM,116.0
Burkina Faso,Africa,1977.0,46.137,5889574.0,743.3870368,BFA,854.0
"Congo, Rep.",Africa,1997.0,52.962,2800947.0,3484.164376,COG,178.0
,,,,,,,
Ghana,Africa,1957.0,44.779,6391288.0,1043.5615369999996,GHA,288.0
"Congo, Dem. Rep.",Africa,1962.0,42.122,17486434.0,896.3146335000001,COD,180.0
Italy,Europe,1967.0,71.06,52667100.0,10022.40131,ITA,380.0
Afghanistan,Asia,2007.0,43.828,31889923.0,974.5803384,AFG,4.0
Jordan,Asia,1997.0,69.77199999999999,4526235.0,3645.379572,JOR,400.0
Gambia,Africa,1952.0,30.0,284320.0,485.2306591,GMB,270.0
Malaysia,Asia,2007.0,74.241,24821286.0,12451.6558,MYS,458.0
Zambia,Africa,1967.0,47.768,3900000.0,1777.077318,ZMB,894.0
Spain,Europe,2007.0,80.941,40448191.0,28821.0637,ESP,724.0
Nigeria,Africa,2002.0,46.608,119901274.0,1615.286395,NGA,566.0
Slovenia,Europe,1982.0,71.063,1861252.0,17866.72175,SVN,705.0
Rwanda,Africa,1972.0,44.6,3992121.0,590.5806637999998,RWA,646.0
Indonesia,Asia,1982.0,56.159,153343000.0,1516.872988,IDN,360.0
Lebanon,Asia,1972.0,65.421,2680018.0,7486.384341,LBN,422.0
France,Europe,1967.0,71.55,49569000.0,12999.91766,FRA,250.0
Albania,Europe,1972.0,67.69,2263554.0,3313.422188,ALB,8.0
Namibia,Africa,1957.0,45.226000000000006,548080.0,2621.448058,NAM,516.0
Saudi Arabia,Asia,1967.0,49.901,5618198.0,16903.04886,SAU,682.0
France,Europe,1952.0,67.41,42459667.0,7029.809327,FRA,250.0
Tanzania,Africa,1967.0,45.757,12607312.0,848.2186575,TZA,834.0
Honduras,Americas,1987.0,64.492,4372203.0,3023.096699,HND,340.0
Jamaica,Americas,1967.0,67.51,1861096.0,6124.703450999999,JAM,388.0
Somalia,Africa,2007.0,48.159,9118773.0,926.1410683,SOM,706.0
Romania,Europe,1957.0,64.1,17829327.0,3943.370225,ROU,642.0
Romania,Europe,1972.0,69.21,20662648.0,8011.4144019999985,ROU,642.0
Kenya,Africa,1982.0,58.76600000000001,17661452.0,1348.225791,KEN,404.0
Myanmar,Asia,1977.0,56.059,31528087.0,371.0,MMR,104.0
Djibouti,Africa,2007.0,54.791,496374.0,2082.4815670000007,DJI,262.0
"Congo, Rep.",Africa,2007.0,55.322,3800610.0,3632.557798,COG,178.0
Italy,Europe,1992.0,77.44,56840847.0,22013.64486,ITA,380.0
Lebanon,Asia,1967.0,63.87,2186894.0,6006.983042,LBN,422.0
Belgium,Europe,1957.0,69.24,8989111.0,9714.960623,BEL,56.0
Liberia,Africa,1962.0,40.502,1112796.0,634.1951625,LBR,430.0
Egypt,Africa,1992.0,63.674,59402198.0,3794.755195,EGY,818.0
Kenya,Africa,1987.0,59.339,21198082.0,1361.936856,KEN,404.0
Gambia,Africa,1977.0,41.842,608274.0,884.7552507000001,GMB,270.0
Singapore,Asia,1967.0,67.946,1977600.0,4977.41854,SGP,702.0
Serbia,Europe,1987.0,71.218,9230783.0,15870.87851,SRB,688.0
Angola,Africa,1967.0,35.985,5247469.0,5522.776375,AGO,24.0
Switzerland,Europe,1962.0,71.32,5666000.0,20431.0927,CHE,756.0
China,Asia,1997.0,70.426,1230075000.0,2289.234136,CHN,156.0
Sweden,Europe,2002.0,80.04,8954175.0,29341.630930000007,SWE,752.0
Cameroon,Africa,1992.0,54.31399999999999,12467171.0,1793.1632780000002,CMR,120.0
Chad,Africa,1962.0,41.716,3150417.0,1389.817618,TCD,148.0
Belgium,Europe,1992.0,76.46,10045622.0,25575.57069,BEL,56.0
Chile,Americas,1982.0,70.565,11487112.0,5095.6657380000015,CHL,152.0
Nicaragua,Americas,2002.0,70.836,5146848.0,2474.548819,NIC,558.0
Indonesia,Asia,2002.0,68.58800000000001,211060000.0,2873.91287,IDN,360.0
Sierra Leone,Africa,1967.0,34.113,2662190.0,1206.043465,SLE,694.0
Ireland,Europe,1972.0,71.28,3024400.0,9530.772896,IRL,372.0
Bosnia and Herzegovina,Europe,1997.0,73.244,3607000.0,4766.355904,BIH,70.0
Argentina,Americas,1992.0,71.868,33958947.0,9308.41871,ARG,32.0
"Korea, Dem. Rep.",Asia,2007.0,67.297,23301725.0,1593.06548,KOR,410.0
Mali,Africa,1957.0,35.30699999999999,4241884.0,490.3821867,MLI,466.0
Iraq,Asia,2002.0,57.04600000000001,24001816.0,4390.717312,IRQ,368.0
Lesotho,Africa,1977.0,52.208,1251524.0,745.3695408,LSO,426.0
Austria,Europe,1977.0,72.17,7568430.0,19749.4223,AUT,40.0
Namibia,Africa,1972.0,53.867,821782.0,3746.080948,NAM,516.0
Jamaica,Americas,1957.0,62.61,1535090.0,4756.525781,JAM,388.0
Brazil,Americas,1982.0,63.33600000000001,128962939.0,7030.835878,BRA,76.0
Libya,Africa,1972.0,52.773,2183877.0,21011.49721,LBY,434.0
Libya,Africa,1977.0,57.442,2721783.0,21951.21176,LBY,434.0
Montenegro,Europe,1982.0,74.101,562548.0,11222.58762,MNE,499.0
Burkina Faso,Africa,1987.0,49.557,7586551.0,912.0631417,BFA,854.0
West Bank and Gaza,Asia,2002.0,72.37,3389578.0,4515.487575,PSE,275.0
Libya,Africa,1967.0,50.227,1759224.0,18772.75169,LBY,434.0
Italy,Europe,1997.0,78.82,57479469.0,24675.02446,ITA,380.0
Botswana,Africa,1992.0,62.745,1342614.0,7954.111645,BWA,72.0
Australia,Oceania,2007.0,81.235,20434176.0,34435.367439999995,AUS,36.0
Mali,Africa,1987.0,46.364,7634008.0,684.1715576,MLI,466.0
Algeria,Africa,1997.0,69.152,29072015.0,4797.295051,DZA,12.0
Trinidad and Tobago,Americas,1957.0,61.8,764900.0,4100.3934,TTO,780.0
Turkey,Europe,1987.0,63.108,52881328.0,5089.043686,TUR,792.0
Mali,Africa,1962.0,36.936,4690372.0,496.1743428,MLI,466.0
Rwanda,Africa,1982.0,46.218,5507565.0,881.5706467,RWA,646.0
Cote d'Ivoire,Africa,1972.0,49.801,6071696.0,2378.201111,CIV,384.0
Ghana,Africa,1977.0,51.756,10538093.0,993.2239571,GHA,288.0
Lebanon,Asia,1992.0,69.292,3219994.0,6890.806854,LBN,422.0
Oman,Asia,1972.0,52.143,829050.0,10618.03855,OMN,512.0
Sao Tome and Principe,Africa,2002.0,64.337,170372.0,1353.09239,STP,678.0
Mauritius,Africa,2002.0,71.954,1200206.0,9021.815894,MUS,480.0
Vietnam,Asia,1967.0,47.838,39463910.0,637.1232887,VNM,704.0
Benin,Africa,1962.0,42.618,2151895.0,949.4990641,BEN,204.0
Peru,Americas,1977.0,58.447,15990099.0,6281.290854999998,PER,604.0
Burundi,Africa,1992.0,44.736,5809236.0,631.6998778,BDI,108.0
Comoros,Africa,1982.0,52.933,348643.0,1267.100083,COM,174.0
Uganda,Africa,1992.0,48.825,18252190.0,644.1707968999998,UGA,800.0
Jamaica,Americas,1952.0,58.53,1426095.0,2898.530881,JAM,388.0
Panama,Americas,1992.0,72.462,2484997.0,6618.74305,PAN,591.0
Nepal,Asia,2002.0,61.34,25873917.0,1057.206311,NPL,524.0
Pakistan,Asia,1962.0,47.67,53100671.0,803.3427418,PAK,586.0
,,,,,,,
Bosnia and Herzegovina,Europe,1977.0,69.86,4086000.0,3528.481305,BIH,70.0
Cote d'Ivoire,Africa,1977.0,52.374,7459574.0,2517.736547,CIV,384.0
South Africa,Africa,1952.0,45.00899999999999,14264935.0,4725.295531000002,ZAF,710.0
"Korea, Rep.",Asia,1962.0,55.292,26420307.0,1536.344387,KOR,410.0
Cambodia,Asia,1967.0,45.415,6960067.0,523.4323142,KHM,116.0
Saudi Arabia,Asia,1952.0,39.875,4005677.0,6459.554823,SAU,682.0
Senegal,Africa,1972.0,45.815,4588696.0,1597.712056,SEN,686.0
Lebanon,Asia,1957.0,59.489,1647412.0,6089.786934000002,LBN,422.0
Guatemala,Americas,1952.0,42.023,3146381.0,2428.2377690000008,GTM,320.0
Costa Rica,Americas,2002.0,78.123,3834934.0,7723.447195000002,CRI,188.0
Netherlands,Europe,1952.0,72.13,10381988.0,8941.571858,NLD,528.0
Brazil,Americas,1972.0,59.504,100840058.0,4985.711467,BRA,76.0
Montenegro,Europe,1957.0,61.448,442829.0,3682.259903,MNE,499.0
Swaziland,Africa,1957.0,43.424,326741.0,1244.708364,SWZ,748.0
Serbia,Europe,1967.0,66.914,7971222.0,7991.707066,SRB,688.0
Slovak Republic,Europe,2002.0,73.8,5410052.0,13638.778369999998,SVK,703.0
"Hong Kong, China",Asia,1967.0,70.0,3722800.0,6197.962814,HKG,344.0
Panama,Americas,1997.0,73.738,2734531.0,7113.692252,PAN,591.0
Guinea-Bissau,Africa,1982.0,39.327,825987.0,838.1239671,GNB,624.0
Poland,Europe,1982.0,71.32,36227381.0,8451.531004,POL,616.0
Albania,Europe,1977.0,68.93,2509048.0,3533.003910000001,ALB,8.0
Morocco,Africa,2002.0,69.615,31167783.0,3258.495584,MAR,504.0
Myanmar,Asia,1962.0,45.108,23634436.0,388.0,MMR,104.0
Sri Lanka,Asia,1972.0,65.042,13016733.0,1213.39553,LKA,144.0
Pakistan,Asia,2002.0,63.61,153403524.0,2092.712441,PAK,586.0
Norway,Europe,1997.0,78.32,4405672.0,41283.16433,NOR,578.0
Netherlands,Europe,1972.0,73.75,13329874.0,18794.74567,NLD,528.0
Bosnia and Herzegovina,Europe,2007.0,74.852,4552198.0,7446.298803,BIH,70.0
France,Europe,1972.0,72.38,51732000.0,16107.19171,FRA,250.0
El Salvador,Americas,1952.0,45.262,2042865.0,3048.3029,SLV,222.0
Oman,Asia,1957.0,40.08,561977.0,2242.746551,OMN,512.0
Japan,Asia,1982.0,77.11,118454974.0,19384.10571,JPN,392.0
Senegal,Africa,1962.0,41.45399999999999,3430243.0,1654.988723,SEN,686.0
Lesotho,Africa,1982.0,55.078,1411807.0,797.2631074,LSO,426.0
El Salvador,Americas,1997.0,69.535,5783439.0,5154.825496,SLV,222.0
Rwanda,Africa,1967.0,44.1,3451079.0,510.9637142,RWA,646.0
Serbia,Europe,1972.0,68.7,8313288.0,10522.06749,SRB,688.0
Bolivia,Americas,2007.0,65.554,9119152.0,3822.137084,BOL,68.0
Spain,Europe,1982.0,76.3,37983310.0,13926.16997,ESP,724.0
Central African Republic,Africa,1992.0,49.396,3265124.0,747.9055252,CAF,140.0
India,Asia,2007.0,64.69800000000001,1110396331.0,2452.210407,IND,356.0
Sri Lanka,Asia,1967.0,64.266,11737396.0,1135.514326,LKA,144.0
Nepal,Asia,1992.0,55.727,20326209.0,897.7403604,NPL,524.0
Denmark,Europe,1977.0,74.69,5088419.0,20422.9015,DNK,208.0
West Bank and Gaza,Asia,1997.0,71.096,2826046.0,7110.667619,PSE,275.0
Cambodia,Asia,1987.0,53.914,8371791.0,683.8955732000002,KHM,116.0
Bulgaria,Europe,1957.0,66.61,7651254.0,3008.670727,BGR,100.0
Algeria,Africa,2007.0,72.301,33333216.0,6223.367465,DZA,12.0
Comoros,Africa,1967.0,46.472,217378.0,1876.029643,COM,174.0
Jamaica,Americas,1992.0,71.766,2378618.0,7404.923685,JAM,388.0
Croatia,Europe,1957.0,64.77,3991242.0,4338.231617,HRV,191.0
Iraq,Asia,1992.0,59.46100000000001,17861905.0,3745.640687,IRQ,368.0
Central African Republic,Africa,1962.0,39.475,1523478.0,1193.068753,CAF,140.0
Denmark,Europe,1957.0,71.81,4487831.0,11099.65935,DNK,208.0
Togo,Africa,1952.0,38.596,1219113.0,859.8086567,TGO,768.0
"Korea, Dem. Rep.",Asia,1972.0,63.983,14781241.0,3701.621503,KOR,410.0
"Korea, Dem. Rep.",Asia,1992.0,69.97800000000001,20711375.0,3726.063507,KOR,410.0
Zambia,Africa,1982.0,51.82100000000001,6100407.0,1408.678565,ZMB,894.0
Argentina,Americas,1952.0,62.485,17876956.0,5911.315053,ARG,32.0
Dominican Republic,Americas,1972.0,59.631,4671329.0,2189.874499,DOM,214.0
Canada,Americas,1977.0,74.21,23796400.0,22090.88306,CAN,124.0
Austria,Europe,2002.0,78.98,8148312.0,32417.60769,AUT,40.0
Reunion,Africa,1982.0,69.885,517810.0,5267.219353,REU,638.0
Argentina,Americas,1987.0,70.774,31620918.0,9139.671389,ARG,32.0
Reunion,Africa,1957.0,55.09,308700.0,2769.451844,REU,638.0
Egypt,Africa,1972.0,51.137,34807417.0,2024.008147,EGY,818.0
Honduras,Americas,1977.0,57.402,3055235.0,3203.208066,HND,340.0
"Hong Kong, China",Asia,2002.0,81.495,6762476.0,30209.015160000006,HKG,344.0
"Korea, Dem. Rep.",Asia,2002.0,66.66199999999999,22215365.0,1646.758151,KOR,410.0
Ireland,Europe,1992.0,75.467,3557761.0,17558.81555,IRL,372.0
Mauritania,Africa,1987.0,56.145,1841240.0,1421.603576,MRT,478.0
Zambia,Africa,1962.0,46.023,3421000.0,1452.725766,ZMB,894.0
Ecuador,Americas,1982.0,64.342,8365850.0,7213.791267,ECU,218.0
Serbia,Europe,1957.0,61.685,7271135.0,4981.090891,SRB,688.0
Malawi,Africa,1987.0,47.457,7824747.0,635.5173633999998,MWI,454.0
Libya,Africa,1987.0,66.234,3799845.0,11770.5898,LBY,434.0
Chile,Americas,1987.0,72.492,12463354.0,5547.063754,CHL,152.0
Sudan,Africa,1962.0,40.87,11183227.0,1959.593767,SDN,736.0
New Zealand,Oceania,1952.0,69.39,1994794.0,10556.57566,NZL,554.0
South Africa,Africa,2007.0,49.339,43997828.0,9269.657808,ZAF,710.0
Argentina,Americas,1967.0,65.634,22934225.0,8052.953020999998,ARG,32.0
Sierra Leone,Africa,2007.0,42.56800000000001,6144562.0,862.5407561000002,SLE,694.0
Comoros,Africa,1972.0,48.944,250027.0,1937.577675,COM,174.0
Indonesia,Asia,1952.0,37.468,82052000.0,749.6816546,IDN,360.0
Djibouti,Africa,2002.0,53.37300000000001,447416.0,1908.260867,DJI,262.0
Lebanon,Asia,1982.0,66.983,3086876.0,7640.519520999998,LBN,422.0
Burundi,Africa,1962.0,42.045,2961915.0,355.2032273,BDI,108.0
Cambodia,Asia,1952.0,39.417,4693836.0,368.4692856,KHM,116.0
Liberia,Africa,1997.0,42.221,2200725.0,609.1739508,LBR,430.0
Comoros,Africa,1962.0,44.467,191689.0,1406.648278,COM,174.0
Nepal,Asia,1997.0,59.426,23001113.0,1010.892138,NPL,524.0
Vietnam,Asia,1982.0,58.816,56142181.0,707.2357863,VNM,704.0
Taiwan,Asia,1962.0,65.2,11918938.0,1822.879028,TWN,158.0
Benin,Africa,1997.0,54.777,6066080.0,1232.975292,BEN,204.0
Cambodia,Asia,2007.0,59.723,14131858.0,1713.778686,KHM,116.0
Czech Republic,Europe,1977.0,70.71,10161915.0,14800.16062,CZE,203.0
Tanzania,Africa,1992.0,50.44,26605473.0,825.682454,TZA,834.0
Rwanda,Africa,2002.0,43.413,7852401.0,785.6537647999999,RWA,646.0
Niger,Africa,2002.0,54.496,11140655.0,601.0745012,NER,562.0
Haiti,Americas,1982.0,51.46100000000001,5198399.0,2011.159549,HTI,332.0
Uganda,Africa,1982.0,49.849,12939400.0,682.2662267999998,UGA,800.0
Morocco,Africa,1967.0,50.335,14770296.0,1711.04477,MAR,504.0
Togo,Africa,1977.0,52.887,2308582.0,1532.776998,TGO,768.0
Botswana,Africa,1987.0,63.622,1151184.0,6205.88385,BWA,72.0
Benin,Africa,1982.0,50.904,3641603.0,1277.897616,BEN,204.0
Sao Tome and Principe,Africa,1987.0,61.728,110812.0,1516.525457,STP,678.0
Mongolia,Asia,1967.0,51.253,1149500.0,1226.04113,MNG,496.0
Belgium,Europe,1987.0,75.35,9870200.0,22525.56308,BEL,56.0
Sierra Leone,Africa,1952.0,30.331,2143249.0,879.7877358,SLE,694.0
Malawi,Africa,1977.0,43.767,5637246.0,663.2236766,MWI,454.0
Lebanon,Asia,1977.0,66.09899999999999,3115787.0,8659.696836,LBN,422.0
Albania,Europe,1992.0,71.581,3326498.0,2497.437901,ALB,8.0
Botswana,Africa,1982.0,61.484,970347.0,4551.14215,BWA,72.0
New Zealand,Oceania,1962.0,71.24,2488550.0,13175.678,NZL,554.0
Honduras,Americas,2007.0,70.19800000000001,7483763.0,3548.3308460000007,HND,340.0
Afghanistan,Asia,1997.0,41.76300000000001,22227415.0,635.341351,AFG,4.0
Bulgaria,Europe,1962.0,69.51,8012946.0,4254.337839,BGR,100.0
Colombia,Americas,1957.0,55.118,14485993.0,2323.805581,COL,170.0
Comoros,Africa,2002.0,62.974,614382.0,1075.811558,COM,174.0
Ethiopia,Africa,2002.0,50.725,67946797.0,530.0535319,ETH,231.0
Mexico,Americas,1997.0,73.67,95895146.0,9767.29753,MEX,484.0
Rwanda,Africa,1987.0,44.02,6349365.0,847.991217,RWA,646.0
West Bank and Gaza,Asia,1982.0,64.406,1425876.0,4336.032082,PSE,275.0
